2016-03-03 02:05:47,-3.00,347,513
2016-03-03 02:05:55,-3.00,347,513
2016-03-03 02:06:03,-3.00,346,513
2016-03-03 02:06:11,-3.00,346,513
2016-03-03 02:06:19,-3.00,347,513
2016-03-03 02:06:27,-3.00,346,513
2016-03-03 02:06:35,-3.00,347,513
2016-03-03 02:06:43,-3.00,346,513
2016-03-03 02:06:52,-3.25,346,513
2016-03-03 02:07:00,-3.25,344,513
2016-03-03 02:07:08,-3.25,347,513
2016-03-03 02:07:16,-3.25,346,513
2016-03-03 02:07:24,-3.25,348,513
2016-03-03 02:07:32,-3.25,347,513
2016-03-03 02:07:40,-3.25,347,513
2016-03-03 02:07:48,-3.25,347,513
2016-03-03 02:07:56,-3.25,338,513
2016-03-03 02:08:04,-3.25,344,513
2016-03-03 02:08:12,-3.25,346,513
2016-03-03 02:08:20,-3.25,337,513
2016-03-03 02:08:28,-3.25,344,513
2016-03-03 02:08:36,-3.25,347,513
2016-03-03 02:08:44,-3.25,347,513
2016-03-03 02:08:52,-3.25,347,513
2016-03-03 02:09:00,-3.50,347,513
2016-03-03 02:09:08,-3.50,345,513
2016-03-03 02:09:17,-3.50,345,513
2016-03-03 02:09:25,-3.50,347,513
2016-03-03 02:09:34,-3.50,347,513
2016-03-03 02:09:42,-3.50,345,513
2016-03-03 02:09:50,-3.50,345,513
2016-03-03 02:09:58,-3.50,344,513
2016-03-03 02:10:06,-3.50,346,513
2016-03-03 02:10:14,-3.50,348,513
2016-03-03 02:10:22,-3.50,346,513
2016-03-03 02:10:30,-3.50,346,513
2016-03-03 02:10:38,-3.50,348,513
2016-03-03 02:10:46,-3.50,345,513
2016-03-03 02:10:54,-3.50,345,513
2016-03-03 02:11:02,-3.50,344,513
2016-03-03 02:11:10,-3.75,347,513
2016-03-03 02:11:18,-3.75,348,513
2016-03-03 02:11:26,-3.75,348,513
2016-03-03 02:11:34,-3.75,346,513
2016-03-03 02:11:42,-3.75,346,513
2016-03-03 02:11:50,-3.75,345,513
2016-03-03 02:11:59,-3.75,346,513
2016-03-03 02:12:07,-3.75,345,513
2016-03-03 02:12:15,-3.75,347,513
2016-03-03 02:12:23,-3.75,346,513
2016-03-03 02:12:37,-3.75,307,516
